#	Site	Effect performed	In/Out	Plan line	Declared port	Verdict	Classification	Disposition gap ID	Review basis
1	examples/distributed_history/scripts/regenerate_tlc_cases.py:12	lexical hit not semantically classified: import subprocess	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	examples/distributed_history/scripts/regenerate_tlc_cases.py:24	lexical hit not semantically classified: def run(command: list[str]) -> None:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	examples/distributed_history/scripts/regenerate_tlc_cases.py:28	lexical hit not semantically classified: subprocess.run(command, cwd=EXAMPLE_ROOT, env=env, check=True)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	examples/distributed_history/scripts/regenerate_tlc_cases.py:67	lexical hit not semantically classified: run(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	examples/distributed_history/scripts/regenerate_tlc_cases.py:84	lexical hit not semantically classified: run(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	examples/distributed_history/scripts/regenerate_tlc_cases.py:101	lexical hit not semantically classified: run(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	examples/distributed_history/specs/program_model/adapters.py:26	lexical hit not semantically classified: def run(self, case: Any, work_dir: Path | None = None) -> CaseRunResult:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	examples/distributed_history/specs/program_model/adapters.py:86	lexical hit not semantically classified: def run(self, case: Any, work_dir: Path | None = None) -> CaseRunResult:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:6	lexical hit not semantically classified: import subprocess	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:33	lexical hit not semantically classified: subprocess.run(command, check=True)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:41	lexical hit not semantically classified: process = subprocess.Popen(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:45	lexical hit not semantically classified: stdout=subprocess.DEVNULL,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:46	lexical hit not semantically classified: stderr=subprocess.DEVNULL,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:65	lexical hit not semantically classified: subprocess.run(command, check=True, env=env)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:73	lexical hit not semantically classified: subprocess.run(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphModel.kt:6	lexical hit not semantically classified: * GraphAssembler builds one of these per-run, handing it a map that	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt:24	lexical hit not semantically classified: val process = ProcessBuilder(argv)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt:27	lexical hit not semantically classified: .redirectOutput(ProcessBuilder.Redirect.DISCARD)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt:36	"lexical hit not semantically classified: ""Did the script call Node.run(args, spec, body)?"")"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt:73	"lexical hit not semantically classified: is ValidationRuntime.Uv    -> listOf(tools.uv, ""run"", file.absolutePath)"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
21	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/TestGraphSpec.kt:63	"lexical hit not semantically classified: * DSL builder for `testGraph(""name"") { ... }`. Every `node(path)` call"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
22	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:126	lexical hit not semantically classified: val p = ProcessBuilder(*argv).redirectErrorStream(true).start()	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
23	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:213	"lexical hit not semantically classified: val p = ProcessBuilder(""curl"", ""-fsSL"", ""-o"", dest.absolutePath, url)"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
24	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:224	lexical hit not semantically classified: val p = ProcessBuilder(*argv).redirectErrorStream(true).start()	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
25	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/ValidationGraphExtension.kt:66	lexical hit not semantically classified: // build invocation, which used to leave some run dirs	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
26	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/ValidationGraphExtension.kt:68	lexical hit not semantically classified: // as a manual rebuild over every existing run dir.	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
