#	Site	Effect performed	In/Out	Plan line	Declared port	Verdict	Classification	Disposition gap ID	Review basis
1	examples/distributed_history/test_graph/sdk/java/build.gradle.kts:3	lexical hit not semantically classified: `maven-publish`	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/ContextItem.java:12	lexical hit not semantically classified: * {@link NodeResult#publish(String, String)}.	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/NodeResult.java:19	lexical hit not semantically classified: * Two surfaces, one object: report once, publish downstream.	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/NodeResult.java:95	lexical hit not semantically classified: public NodeResult publish(String key, String value) {	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/Procs.java:39	"lexical hit not semantically classified: * short local label (e.g. {@code ""publish""}); the on-disk name is"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/Procs.java:41	lexical hit not semantically classified: * {@code hello.published.publish.log}).	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	examples/distributed_history/test_graph/sdk/python/src/testgraphsdk/context_item.py:13	lexical hit not semantically classified: A node's ``data`` is the map it published via ``NodeResult.publish(k, v)``.	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	examples/distributed_history/test_graph/sdk/python/src/testgraphsdk/procs.py:31	"lexical hit not semantically classified: ``""publish""``), the on-disk name is ``<nodeId>.<label>.log`` so a"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	examples/distributed_history/test_graph/sdk/python/src/testgraphsdk/result.py:156	"lexical hit not semantically classified: def publish(self, key: str, value: str) -> ""NodeResult"":"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	examples/distributed_history/test_graph/sources/deploy_ecommerce.py:87	"lexical hit not semantically classified: .publish(""baseUrl"", base_url)"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
