#	Site	Effect performed	In/Out	Plan line	Declared port	Verdict	Classification	Disposition gap ID	Review basis
1	examples/distributed_history/scripts/regenerate_tlc_cases.py:25	"lexical hit not semantically classified: print(""$ "" + "" "".join(command))"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	examples/distributed_history/scripts/regenerate_tlc_cases.py:110	"lexical hit not semantically classified: print(f""generated TLC-derived cases under {generated_dir}"")"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/cases.py:66	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/cases.py:80	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/cases.py:94	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/cases.py:108	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/types.py:19	lexical hit not semantically classified: input: StateGraphInput	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/validators.py:5	lexical hit not semantically classified: if case.input.action not in case.labels:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/cases.py:66	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/cases.py:80	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/cases.py:94	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/cases.py:108	lexical hit not semantically classified: input=StateGraphInput(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/types.py:19	lexical hit not semantically classified: input: StateGraphInput	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/validators.py:5	lexical hit not semantically classified: if case.input.action not in case.labels:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	examples/distributed_history/specs/program_model/adapters.py:30	lexical hit not semantically classified: output = self.apply(store, case.input.params)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	examples/distributed_history/specs/program_model/adapters.py:88	lexical hit not semantically classified: result = self.apply(base_url, case.input.params)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	examples/distributed_history/specs/program_model/adapters.py:170	"lexical hit not semantically classified: ""action"": context.case.input.action,"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	examples/distributed_history/specs/program_model/adapters.py:171	"lexical hit not semantically classified: ""params"": dict(context.case.input.params),"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:45	lexical hit not semantically classified: stdout=subprocess.DEVNULL,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:46	lexical hit not semantically classified: stderr=subprocess.DEVNULL,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
