#	Behavior	Trigger	In/Out	Plan line	Spec action/invariant	Verdict	Classification	Disposition gap ID	Review basis
1	lexical hit not semantically classified: try:	examples/distributed_history/ecommerce_backend/service.py:60	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	lexical hit not semantically classified: except urllib.error.HTTPError as exc:	examples/distributed_history/ecommerce_backend/service.py:63	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	lexical hit not semantically classified: except (OSError, TimeoutError, urllib.error.URLError):	examples/distributed_history/ecommerce_backend/service.py:65	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	lexical hit not semantically classified: raise	examples/distributed_history/ecommerce_backend/service.py:67	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	lexical hit not semantically classified: try:	examples/distributed_history/ecommerce_backend/service.py:301	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	lexical hit not semantically classified: raise SystemExit(main())	examples/distributed_history/ecommerce_backend/service.py:347	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	lexical hit not semantically classified: raise SystemExit(main())	examples/distributed_history/scripts/regenerate_tlc_cases.py:115	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	"lexical hit not semantically classified: raise AssertionError(f""{case.name} is missing its action label"")"	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/validators.py:6	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	"lexical hit not semantically classified: raise AssertionError(f""{case.name} is not an internal case"")"	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/validators.py:8	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	"lexical hit not semantically classified: raise AssertionError(f""{case.name} does not carry before/after states"")"	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/validators.py:10	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	"lexical hit not semantically classified: raise AssertionError(f""{case.name} is missing its action label"")"	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/validators.py:6	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	"lexical hit not semantically classified: raise AssertionError(f""{case.name} is not an external case"")"	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/validators.py:8	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	"lexical hit not semantically classified: raise AssertionError(f""{case.name} must not export hidden internal progress"")"	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/validators.py:10	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	lexical hit not semantically classified: try:	examples/distributed_history/specs/program_model/adapters.py:28	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	lexical hit not semantically classified: raise NotImplementedError	examples/distributed_history/specs/program_model/adapters.py:36	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	lexical hit not semantically classified: try:	examples/distributed_history/specs/program_model/adapters.py:73	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	lexical hit not semantically classified: except Exception:	examples/distributed_history/specs/program_model/adapters.py:75	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	lexical hit not semantically classified: raise NotImplementedError	examples/distributed_history/specs/program_model/adapters.py:92	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	lexical hit not semantically classified: try:	examples/distributed_history/specs/program_model/adapters.py:98	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	lexical hit not semantically classified: except Exception as exc:	examples/distributed_history/specs/program_model/adapters.py:101	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
21	"lexical hit not semantically classified: raise RuntimeError(f""service did not become healthy at {base_url}: {last_error}"")"	examples/distributed_history/specs/program_model/adapters.py:104	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
22	lexical hit not semantically classified: try:	examples/distributed_history/specs/program_model/adapters.py:118	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
