#	Behavior	Trigger	In/Out	Plan line	Spec action/invariant	Verdict	Classification	Disposition gap ID	Review basis
1	lexical hit not semantically classified: continue	examples/distributed_history/specs/program_model/tlc_projection.py:83	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	lexical hit not semantically classified: if (id in nodes) continue	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphAssembler.kt:55	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	lexical hit not semantically classified: if (dir.isEmpty()) continue	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:106	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	lexical hit not semantically classified: * `failed`/`errored` is final on the first attempt. Authors opt in	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/ValidationNodeSpec.kt:21	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	lexical hit not semantically classified: * input context snapshot captured before the selected node's prior attempt.	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Context.kt:42	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	lexical hit not semantically classified: * Wall-clock budget for one attempt, parsed once from	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:40	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	lexical hit not semantically classified: * Outcome of one execution attempt. Kept as a sealed type so	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:50	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	"lexical hit not semantically classified: * `PlanExecutor` can distinguish ""timed out → maybe retry"" from"	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:51	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	"lexical hit not semantically classified: * --result-out"". A non-zero exit code is NOT a retry trigger — only a"	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:53	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	lexical hit not semantically classified: // log file on retry).	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:112	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	lexical hit not semantically classified: continue	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/PlanExecutor.kt:70	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	lexical hit not semantically classified: for (attempt in 1..maxAttempts) {	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/PlanExecutor.kt:140	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	lexical hit not semantically classified: if (attempt > 1) {	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/PlanExecutor.kt:141	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	"lexical hit not semantically classified: ""    retry ${attempt - 1}/${spec.retries} after timeout — "" +"	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/PlanExecutor.kt:143	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	"lexical hit not semantically classified: ""previous attempt exceeded ${spec.timeout}"""	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/PlanExecutor.kt:144	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	"lexical hit not semantically classified: // attempt (or from a stale earlier run). The ""did the SDK"	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/PlanExecutor.kt:148	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	lexical hit not semantically classified: val a = item as? Map<*, *> ?: continue	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/tasks/RunReportWriter.kt:207	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	lexical hit not semantically classified: val p = item as? Map<*, *> ?: continue	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/tasks/RunReportWriter.kt:231	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	lexical hit not semantically classified: val a = item as? Map<*, *> ?: continue	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/tasks/RunReportWriter.kt:256	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	"lexical hit not semantically classified: val path = a[""path""] as? String ?: continue"	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/tasks/RunReportWriter.kt:258	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
21	"lexical hit not semantically classified: if (!raw.startsWith(""--"")) continue;"	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/NodeContext.java:45	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
22	lexical hit not semantically classified: if (eq < 0) continue;	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/NodeContext.java:47	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
23	lexical hit not semantically classified: * non-timeout exit code) is final on the first attempt.	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/NodeSpec.java:59	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
24	lexical hit not semantically classified: * affordance exposed after a completed node attempt.	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/NodeSpec.java:72	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
25	lexical hit not semantically classified: continue	examples/distributed_history/test_graph/sdk/python/src/testgraphsdk/context.py:39	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
26	lexical hit not semantically classified: orphaned state on retry. Triggers only on timeout, never on a	examples/distributed_history/test_graph/sdk/python/src/testgraphsdk/node_spec.py:58	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
27	"lexical hit not semantically classified: ""mutant_execution"": ""V0 stops after the first complete failing iteration (7 points); the green control executes all 7 x 16 points. Collect/continue mode is a follow-up, not a score correction."", ""run_label"": args.run_label,"	examples/effect_providers/atomic_publisher/run_experiment.py:81	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
28	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:44	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
29	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:52	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
30	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:60	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
31	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:64	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
32	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:65	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
33	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:82	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
34	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:83	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
35	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:84	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
36	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:87	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
37	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:88	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
38	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:89	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
39	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:91	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
40	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:92	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
41	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:93	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
42	HTTP attempt loop/retry decision	examples/effect_providers/legacy_payment_http/legacy_payment_http_app/application.py:95	in-scope	ticket_plan.yaml:566-573,621-633	AuthorizeTransientThenApproved/AuthorizeTimeoutThenDuplicateApproved/AuthorizeExhaustedUnavailable	partial	semantic_behavior	CH-03	READ
43	"lexical hit not semantically classified: (503, {""status"": ""retry""}),"	examples/effect_providers/legacy_payment_http/payment_effects/baseline.py:37	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
44	"lexical hit not semantically classified: (502, {""status"": ""retry""}),"	examples/effect_providers/legacy_payment_http/payment_effects/baseline.py:49	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
45	"lexical hit not semantically classified: (503, {""status"": ""retry""}),"	examples/effect_providers/legacy_payment_http/payment_effects/baseline.py:50	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
46	"lexical hit not semantically classified: (504, {""status"": ""retry""}),"	examples/effect_providers/legacy_payment_http/payment_effects/baseline.py:51	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
47	"lexical hit not semantically classified: return [(503, _json_bytes({""status"": ""retry""})), (200, approved)]"	examples/effect_providers/legacy_payment_http/payment_effects/external.py:85	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
48	"lexical hit not semantically classified: return [(504, _json_bytes({""status"": ""retry""})), (409, duplicate)]"	examples/effect_providers/legacy_payment_http/payment_effects/external.py:94	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
49	"lexical hit not semantically classified: retry = _json_bytes({""status"": ""retry""})"	examples/effect_providers/legacy_payment_http/payment_effects/external.py:96	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
50	lexical hit not semantically classified: return [(502, retry), (503, retry), (504, retry)]	examples/effect_providers/legacy_payment_http/payment_effects/external.py:97	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
