#	Behavior	Trigger	In/Out	Plan line	Spec action/invariant	Verdict	Classification	Disposition gap ID	Review basis
1	lexical hit not semantically classified: import java.util.concurrent.TimeUnit	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:5	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	lexical hit not semantically classified: import java.util.concurrent.TimeUnit	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:7	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	lexical hit not semantically classified: // briefly but won't block this thread further — waitFor returns	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:107	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	lexical hit not semantically classified: Thread.currentThread().interrupt();	examples/distributed_history/test_graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/Procs.java:87	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	lexical hit not semantically classified: from threading import Thread	examples/effect_providers/legacy_payment_http/payment_effects/external.py:11	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	lexical hit not semantically classified: thread = Thread(target=server.serve_forever, daemon=True)	examples/effect_providers/legacy_payment_http/payment_effects/external.py:25	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	lexical hit not semantically classified: thread.start()	examples/effect_providers/legacy_payment_http/payment_effects/external.py:26	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	lexical hit not semantically classified: thread.join(timeout=2)	examples/effect_providers/legacy_payment_http/payment_effects/external.py:56	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	"lexical hit not semantically classified: ""authoring_wall_measurement"": ""shared concurrent wall-clock elapsed since preregistration; not person-effort"","	examples/effect_providers/reminder_worker/run_experiment.py:522	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	lexical hit not semantically classified: `../desired_program_model/ticket_plan.yaml` synchronized.	scripts/new_ticket_workflow.py:545	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	"lexical hit not semantically classified: direction: ""This manifest records the target whole-program model and the ticket workflow status. Keep ticket_plan.yaml synchronized whenever scope, order, validation, or acceptance criteria change."""	scripts/new_ticket_workflow.py:685	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	lexical hit not semantically classified: # not only migrations. Keep it synchronized with spec_manifest.yaml status.	scripts/new_ticket_workflow.py:693	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	"lexical hit not semantically classified: """"""Suite-wide external setup: start/await the app, reset shared state."	scripts/onboard_program_model.py:729	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	"lexical hit not semantically classified: """"""Suite-wide external setup: start/await the app, reset shared state."""""""	scripts/scaffold_spec.py:469	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	lexical hit not semantically classified: import java.util.concurrent.TimeUnit	specs/.history/modular-fuzzing-epic/ticket-000-MF-012/results/specWorkflow-20260718-153853-c3144c6b/cleanup-failure-probe-test-graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:5	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	lexical hit not semantically classified: import java.util.concurrent.TimeUnit	specs/.history/modular-fuzzing-epic/ticket-000-MF-012/results/specWorkflow-20260718-153853-c3144c6b/cleanup-failure-probe-test-graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:7	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	lexical hit not semantically classified: // briefly but won't block this thread further — waitFor returns	specs/.history/modular-fuzzing-epic/ticket-000-MF-012/results/specWorkflow-20260718-153853-c3144c6b/cleanup-failure-probe-test-graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/exec/Executors.kt:107	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	lexical hit not semantically classified: Thread.currentThread().interrupt();	specs/.history/modular-fuzzing-epic/ticket-000-MF-012/results/specWorkflow-20260718-153853-c3144c6b/cleanup-failure-probe-test-graph/sdk/java/src/main/java/com/hayden/testgraphsdk/sdk/Procs.java:87	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	lexical hit not semantically classified: import java.util.concurrent.TimeUnit	specs/.history/modular-fuzzing-epic/ticket-000-MF-012/ticket/results/graph-reports/specWorkflow-20260718-153853-c3144c6b/cleanup-failure-probe-test-graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/Toolchain.kt:5	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
