#	Module	In/Out	Plan line	Spec action(s)	Verdict	Disposition gap IDs	Evidence
1	examples/distributed_history/deploy/Dockerfile	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
2	examples/distributed_history/ecommerce_backend/__init__.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
3	examples/distributed_history/ecommerce_backend/domain.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
4	examples/distributed_history/ecommerce_backend/service.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
5	examples/distributed_history/scripts/k3d-up.sh	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
6	examples/distributed_history/scripts/k8s-deploy.sh	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
7	examples/distributed_history/scripts/regenerate_tlc_cases.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
8	examples/distributed_history/specs/__init__.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
9	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/__init__.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
10	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/cases.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
11	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/types.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
12	examples/distributed_history/specs/generated/spec_unit/ecommerce_internal_cases/validators.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
13	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/__init__.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
14	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/cases.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
15	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/types.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
16	examples/distributed_history/specs/generated/testgraph/ecommerce_external_cases/validators.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
17	examples/distributed_history/specs/program_model/__init__.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
18	examples/distributed_history/specs/program_model/adapters.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
19	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
20	examples/distributed_history/specs/program_model/tlc_projection.py	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
21	examples/distributed_history/test_graph/build-logic/build.gradle.kts	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
22	examples/distributed_history/test_graph/build-logic/settings.gradle.kts	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
23	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphAssembler.kt	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
24	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphModel.kt	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
25	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/MiniJson.kt	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
26	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt	out-of-scope	ticket_plan.yaml:648-658	none (outside the three project indexes)	unrepresented		Exact-path exclusion; semantic code was not read
