#	Site	Effect performed	In/Out	Plan line	Declared port	Verdict	Classification	Disposition gap ID	Review basis
1	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/tasks/RunTestGraphTask.kt:23	"lexical hit not semantically classified: return ""${safeGraphName}-${fmt.format(Instant.now())}-${UUID.randomUUID().toString().take(8)}"""	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	examples/effect_providers/atomic_publisher/providers.py:6	lexical hit not semantically classified: import random	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	examples/effect_providers/atomic_publisher/providers.py:40	lexical hit not semantically classified: self.rng = random.Random(context.derived_seed)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	examples/effect_providers/atomic_publisher/providers.py:41	lexical hit not semantically classified: component = self.rng.choice(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	examples/effect_providers/atomic_publisher/providers.py:48	lexical hit not semantically classified: self.record_id = self.rng.choice(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	examples/effect_providers/atomic_publisher/providers.py:51	lexical hit not semantically classified: self.old_payload = self.rng.choice(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	examples/effect_providers/atomic_publisher/providers.py:54	lexical hit not semantically classified: self.new_payload = self.rng.choice(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	examples/effect_providers/atomic_publisher/providers.py:62	lexical hit not semantically classified: for index in self.rng.sample(range(20), k=3):	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	examples/effect_providers/atomic_publisher/providers.py:191	"lexical hit not semantically classified: ""choice"": {"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	examples/effect_providers/atomic_publisher/providers.py:243	"lexical hit not semantically classified: ""choice"": self.representative | {"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
