#	Behavior	Trigger	In/Out	Plan line	Spec action/invariant	Verdict	Classification	Disposition gap ID	Review basis
1	"lexical hit not semantically classified: for account_id in state.get(""accounts"", []):"	examples/distributed_history/ecommerce_backend/domain.py:59	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	"lexical hit not semantically classified: for account_id, items in state.get(""carts"", {}).items():"	examples/distributed_history/ecommerce_backend/domain.py:61	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	"lexical hit not semantically classified: for order_id, order in state.get(""orders"", {}).items():"	examples/distributed_history/ecommerce_backend/domain.py:67	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	"lexical hit not semantically classified: json.dumps(list(order.get(""items"", [])), sort_keys=True),"	examples/distributed_history/ecommerce_backend/domain.py:73	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	"lexical hit not semantically classified: order.get(""status"", ""accepted""),"	examples/distributed_history/ecommerce_backend/domain.py:74	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	"lexical hit not semantically classified: for event in state.get(""outbox"", []):"	examples/distributed_history/ecommerce_backend/domain.py:77	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	"lexical hit not semantically classified: (event[""order_id""], event.get(""event"", ""OrderAccepted"")),"	examples/distributed_history/ecommerce_backend/domain.py:80	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	"lexical hit not semantically classified: for order_id, visible_status in state.get(""projections"", {}).items():"	examples/distributed_history/ecommerce_backend/domain.py:82	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	"lexical hit not semantically classified: length = int(handler.headers.get(""content-length"", ""0""))"	examples/distributed_history/ecommerce_backend/service.py:16	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	"lexical hit not semantically classified: state[""transport_queue""] = queue_state.get(""transport_queue"", [])"	examples/distributed_history/ecommerce_backend/service.py:110	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	"lexical hit not semantically classified: result = self.store.process_outbox(int(body.get(""limit"", 100)))"	examples/distributed_history/ecommerce_backend/service.py:165	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	"lexical hit not semantically classified: self.store.load_state(body.get(""state"", body))"	examples/distributed_history/ecommerce_backend/service.py:173	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	"lexical hit not semantically classified: event = {""order_id"": body[""order_id""], ""event"": body.get(""event"", ""OrderAccepted"")}"	examples/distributed_history/ecommerce_backend/service.py:183	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	"lexical hit not semantically classified: limit = int(body.get(""limit"", 100))"	examples/distributed_history/ecommerce_backend/service.py:188	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	"lexical hit not semantically classified: state = body.get(""state"", body)"	examples/distributed_history/ecommerce_backend/service.py:198	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	"lexical hit not semantically classified: self.queue_events[:] = list(state.get(""outbox"", []))"	examples/distributed_history/ecommerce_backend/service.py:199	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	"lexical hit not semantically classified: for _event in response_body.get(""events"", []):"	examples/distributed_history/ecommerce_backend/service.py:237	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	"lexical hit not semantically classified: processed += int(db_body.get(""processed"", 0))"	examples/distributed_history/ecommerce_backend/service.py:242	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	"lexical hit not semantically classified: state = body.get(""state"", body)"	examples/distributed_history/ecommerce_backend/service.py:266	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	"lexical hit not semantically classified: port = int(os.environ.get(""ECOMMERCE_PORT"", ""18080""))"	examples/distributed_history/ecommerce_backend/service.py:289	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
21	"lexical hit not semantically classified: db_path = os.environ.get(""ECOMMERCE_DB"", ""/tmp/ecommerce-example.db"")"	examples/distributed_history/ecommerce_backend/service.py:290	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
22	"lexical hit not semantically classified: EcommerceHandler.role = os.environ.get(""ECOMMERCE_ROLE"", ""monolith"")"	examples/distributed_history/ecommerce_backend/service.py:291	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
23	"lexical hit not semantically classified: return os.environ.get(""ECOMMERCE_DATABASE_URL"", ""http://database-service"")"	examples/distributed_history/ecommerce_backend/service.py:312	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
24	"lexical hit not semantically classified: return os.environ.get(""ECOMMERCE_QUEUE_URL"", ""http://queue-service"")"	examples/distributed_history/ecommerce_backend/service.py:316	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
25	"lexical hit not semantically classified: return os.environ.get(""ECOMMERCE_ACCOUNT_URL"", ""http://account-service"")"	examples/distributed_history/ecommerce_backend/service.py:320	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
26	"lexical hit not semantically classified: return os.environ.get(""ECOMMERCE_CART_URL"", ""http://cart-service"")"	examples/distributed_history/ecommerce_backend/service.py:324	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
27	"lexical hit not semantically classified: return os.environ.get(""ECOMMERCE_CHECKOUT_URL"", ""http://checkout-service"")"	examples/distributed_history/ecommerce_backend/service.py:328	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
28	"lexical hit not semantically classified: return os.environ.get(""ECOMMERCE_WORKER_URL"", ""http://worker-service"")"	examples/distributed_history/ecommerce_backend/service.py:332	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
29	"lexical hit not semantically classified: parser.add_argument(""--tlc2"", default=os.environ.get(""TLC2"", ""tlc2""), help=""TLC executable. Defaults to $TLC2 or tlc2."")"	examples/distributed_history/scripts/regenerate_tlc_cases.py:33	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
30	lexical hit not semantically classified: default=DEFAULT_GENERATED_DIR,	examples/distributed_history/scripts/regenerate_tlc_cases.py:37	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
31	lexical hit not semantically classified: generated_dir = args.out if args.out.is_absolute() else EXAMPLE_ROOT / args.out	examples/distributed_history/scripts/regenerate_tlc_cases.py:41	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
32	"lexical hit not semantically classified: base_url = os.environ.get(""ECOMMERCE_BASE_URL"", ""http://127.0.0.1:18080"")"	examples/distributed_history/specs/program_model/adapters.py:65	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
33	"lexical hit not semantically classified: base_url = context.shared.get(""base_url"") or os.environ.get(""ECOMMERCE_BASE_URL"", ""http://127.0.0.1:18080"")"	examples/distributed_history/specs/program_model/adapters.py:72	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
34	"lexical hit not semantically classified: base_url = os.environ.get(""ECOMMERCE_BASE_URL"", ""http://127.0.0.1:18080"").rstrip(""/"")"	examples/distributed_history/specs/program_model/adapters.py:87	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
35	"lexical hit not semantically classified: return self._post(base_url, ""/worker/drain"", {""limit"": params.get(""limit"", 100)})"	examples/distributed_history/specs/program_model/adapters.py:148	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
36	"lexical hit not semantically classified: base_url = context.shared.get(""base_url"") or os.environ.get(""ECOMMERCE_BASE_URL"", ""http://127.0.0.1:18080"")"	examples/distributed_history/specs/program_model/adapters.py:158	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
37	"lexical hit not semantically classified: ""accounts"": list(state.get(""accounts"", [])),"	examples/distributed_history/specs/program_model/adapters.py:184	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
38	"lexical hit not semantically classified: ""carts"": dict(state.get(""carts"", {})),"	examples/distributed_history/specs/program_model/adapters.py:185	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
39	"lexical hit not semantically classified: ""orders"": dict(state.get(""orders"", {})),"	examples/distributed_history/specs/program_model/adapters.py:186	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
40	"lexical hit not semantically classified: ""outbox"": list(state.get(""outbox"", [])),"	examples/distributed_history/specs/program_model/adapters.py:187	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
41	"lexical hit not semantically classified: ""projections"": dict(state.get(""projections"", {})),"	examples/distributed_history/specs/program_model/adapters.py:188	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
42	"lexical hit not semantically classified: accounts = sorted(str(account) for account in _as_list(state.get(""accounts"", [])))"	examples/distributed_history/specs/program_model/tlc_projection.py:7	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
43	"lexical hit not semantically classified: carts = _project_carts(state.get(""carts"", {}))"	examples/distributed_history/specs/program_model/tlc_projection.py:8	out-of-scope	ticket_plan.yaml:648-658	none mapped	unrepresented	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
