#	Site	Effect performed	In/Out	Plan line	Declared port	Verdict	Classification	Disposition gap ID	Review basis
1	examples/distributed_history/ecommerce_backend/domain.py:4	lexical hit not semantically classified: import sqlite3	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	examples/distributed_history/ecommerce_backend/domain.py:14	"lexical hit not semantically classified: ""outbox"": [],"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	examples/distributed_history/ecommerce_backend/domain.py:28	lexical hit not semantically classified: self._conn = sqlite3.connect(self.db_path, check_same_thread=False)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	examples/distributed_history/ecommerce_backend/domain.py:29	lexical hit not semantically classified: self._conn.row_factory = sqlite3.Row	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	examples/distributed_history/ecommerce_backend/domain.py:37	"lexical hit not semantically classified: self._conn.execute(""create table if not exists accounts (account_id text primary key)"")"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	examples/distributed_history/ecommerce_backend/domain.py:38	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	examples/distributed_history/ecommerce_backend/domain.py:41	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	examples/distributed_history/ecommerce_backend/domain.py:44	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	examples/distributed_history/ecommerce_backend/domain.py:45	"lexical hit not semantically classified: ""create table if not exists outbox (order_id text primary key, event_name text not null)"""	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	examples/distributed_history/ecommerce_backend/domain.py:47	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	examples/distributed_history/ecommerce_backend/domain.py:53	"lexical hit not semantically classified: for table in (""accounts"", ""cart_items"", ""orders"", ""outbox"", ""projections""):"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	examples/distributed_history/ecommerce_backend/domain.py:54	"lexical hit not semantically classified: self._conn.execute(f""delete from {table}"")"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	examples/distributed_history/ecommerce_backend/domain.py:60	"lexical hit not semantically classified: self._conn.execute(""insert into accounts(account_id) values (?)"", (account_id,))"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	examples/distributed_history/ecommerce_backend/domain.py:63	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	examples/distributed_history/ecommerce_backend/domain.py:68	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	examples/distributed_history/ecommerce_backend/domain.py:77	"lexical hit not semantically classified: for event in state.get(""outbox"", []):"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	examples/distributed_history/ecommerce_backend/domain.py:78	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	examples/distributed_history/ecommerce_backend/domain.py:79	"lexical hit not semantically classified: ""insert into outbox(order_id, event_name) values (?, ?)"","	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	examples/distributed_history/ecommerce_backend/domain.py:83	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	examples/distributed_history/ecommerce_backend/domain.py:90	"lexical hit not semantically classified: self._conn.execute(""insert or ignore into accounts(account_id) values (?)"", (account_id,))"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
21	examples/distributed_history/ecommerce_backend/domain.py:99	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
22	examples/distributed_history/ecommerce_backend/domain.py:108	"lexical hit not semantically classified: existing = self._conn.execute(""select order_id from orders where order_id = ?"", (order_id,)).fetchone()"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
23	examples/distributed_history/ecommerce_backend/domain.py:116	lexical hit not semantically classified: self._conn.execute(	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
