#	Site	Effect performed	In/Out	Plan line	Declared port	Verdict	Classification	Disposition gap ID	Review basis
1	examples/distributed_history/ecommerce_backend/domain.py:6	lexical hit not semantically classified: from pathlib import Path	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
2	examples/distributed_history/ecommerce_backend/domain.py:26	lexical hit not semantically classified: def __init__(self, db_path: str | Path | None = None):	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
3	examples/distributed_history/ecommerce_backend/domain.py:134	"lexical hit not semantically classified: ""insert or replace into projections(order_id, visible_status) values (?, ?)"","	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
4	examples/distributed_history/ecommerce_backend/domain.py:149	"lexical hit not semantically classified: ""insert or replace into projections(order_id, visible_status) values (?, ?)"","	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
5	examples/distributed_history/scripts/regenerate_tlc_cases.py:14	lexical hit not semantically classified: import tempfile	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
6	examples/distributed_history/scripts/regenerate_tlc_cases.py:15	lexical hit not semantically classified: from pathlib import Path	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
7	examples/distributed_history/scripts/regenerate_tlc_cases.py:18	lexical hit not semantically classified: EXAMPLE_ROOT = Path(__file__).resolve().parents[1]	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
8	examples/distributed_history/scripts/regenerate_tlc_cases.py:26	lexical hit not semantically classified: env = os.environ.copy()	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
9	examples/distributed_history/scripts/regenerate_tlc_cases.py:36	lexical hit not semantically classified: type=Path,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
10	examples/distributed_history/scripts/regenerate_tlc_cases.py:51	lexical hit not semantically classified: shutil.rmtree(path)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
11	examples/distributed_history/scripts/regenerate_tlc_cases.py:65	"lexical hit not semantically classified: with tempfile.TemporaryDirectory(prefix=""distributed-history-tlc-"") as tmp:"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
12	examples/distributed_history/scripts/regenerate_tlc_cases.py:66	lexical hit not semantically classified: tmp_path = Path(tmp)	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
13	examples/distributed_history/specs/program_model/adapters.py:8	lexical hit not semantically classified: from pathlib import Path	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
14	examples/distributed_history/specs/program_model/adapters.py:26	lexical hit not semantically classified: def run(self, case: Any, work_dir: Path | None = None) -> CaseRunResult:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
15	examples/distributed_history/specs/program_model/adapters.py:86	lexical hit not semantically classified: def run(self, case: Any, work_dir: Path | None = None) -> CaseRunResult:	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
16	examples/distributed_history/specs/program_model/adapters.py:177	"lexical hit not semantically classified: artifact.write_text(json.dumps(payload, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
17	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:9	lexical hit not semantically classified: from pathlib import Path	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
18	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:13	lexical hit not semantically classified: ROOT = Path(__file__).resolve().parents[3]	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
19	examples/distributed_history/specs/program_model/tests/test_ecommerce_adapters.py:38	lexical hit not semantically classified: env = os.environ.copy()	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
20	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphAssembler.kt:3	lexical hit not semantically classified: import java.io.File	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
21	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphAssembler.kt:24	lexical hit not semantically classified: sourcesDirs: List<File>,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
22	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/GraphAssembler.kt:25	lexical hit not semantically classified: projectDir: File,	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
23	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt:3	lexical hit not semantically classified: import java.io.File	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
24	examples/distributed_history/test_graph/build-logic/src/main/kotlin/com/hayden/testgraphsdk/NodeDescribeLoader.kt:18	lexical hit not semantically classified: fun describe(file: File, projectDir: File, tools: ToolPaths): ValidationNodeSpec {	out-of-scope	ticket_plan.yaml:648-658	none mapped	undeclared	out_of_scope_lexical_inventory		INFERRED exact-path scope; source not read
